Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB084771.1,0.0102,0.0000,1.2797,1.8569,0.0123,0.0000,3.2288,2.0445,0.0191,0.0000,0.3965,1.1831,0.0000,0.0000,0.5628,1.7427,Defensin-like protein 3,sp|O24332|DEF3_RAPSA,"Defensin-like protein, putative ",Solyc07g009050.3.1,defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
NITAB084824.1,0.4795,1.1755,2.1416,6.7797,0.3599,1.1062,3.6316,6.9585,0.2928,0.5428,1.1223,3.3261,0.2631,0.8563,1.6143,6.2261,Agmatine coumaroyltransferase-2,sp|A9ZPJ7|AGCT2_HORVU,Agmatine coumaroyltransferase-2 ,Solyc11g071470.1.1,0
NITAB084826.1,0.0480,0.0709,1.9999,0.8865,0.0000,0.0516,2.2730,2.0855,0.0587,0.0662,1.0822,6.4183,0.0221,0.0136,1.0317,3.2686,Defensin-like protein 1,sp|P0C8Y4|DEF1_DAHME,Defensin-like protein ,Solyc07g009260.3.1,defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
NITAB084859.1,3.9902,4.8132,33.9990,35.4953,5.0179,4.0021,75.8132,42.2982,5.6085,4.7084,26.6235,35.2512,4.0036,6.1682,17.2935,48.3581,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084860.1,0.8514,0.7893,12.4907,11.4752,0.8655,0.9236,24.9034,14.6113,0.9805,0.7134,9.0727,13.0528,0.5892,0.7357,7.8614,17.6089,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084888.1,0.0174,0.0056,6.4390,7.4323,0.0397,0.0242,11.3641,8.7337,0.0163,0.0233,2.2737,2.5583,0.0057,0.0349,6.3841,7.4874,Anther-specific protein SF18,sp|P22357|SF18_HELAN,Defensin-like protein ,Solyc07g009230.3.1,cell wall organization [GO:0071555]; defense response [GO:0006952]
NITAB084892.1,0.0261,0.0475,1.2860,1.5286,0.0395,0.0363,3.3378,1.9157,0.0414,0.1210,0.7934,2.6739,0.0805,0.0621,0.8155,2.1000,Defensin-like protein 1,sp|P0C8Y4|DEF1_DAHME,defensin-like protein ,Solyc07g009290.3.1,defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
NITAB084894.1,0.0044,0.0410,2.4700,2.7272,0.0492,0.0161,4.4778,4.7405,0.0060,0.0000,1.4551,11.6799,0.0000,0.0000,1.4615,4.8662,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084895.1,0.0046,0.0000,0.9127,0.7794,0.0145,0.0474,1.4523,1.5259,0.0000,0.0000,0.5407,4.8888,0.0000,0.0000,0.8557,2.2905,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084934.1,0.3660,0.1222,4.1764,7.2443,0.0834,0.1400,1.5753,1.0095,0.3286,0.3906,1.5713,3.2221,0.1196,0.0000,2.9516,6.8414,Probable calcium-binding protein CML31,sp|Q8RYK0|CML31_ORYSJ,regulator of gene silencing AY642285,Solyc11g071760.3.1,0
NITAB084958.1,0.0154,0.0250,2.0943,1.6302,0.0476,0.0366,1.5186,1.2226,0.0797,0.0146,4.6774,4.3897,0.0163,0.0482,3.9119,3.1127,Probable transmembrane ascorbate ferrireductase 4,sp|Q9C540|ACFR4_ARATH,Cytochrome b561 ,Solyc01g005140.3.1,0
NITAB084967.1,4.5055,5.3619,17.1410,31.1772,5.8801,5.5250,23.0384,24.7336,5.0185,5.0311,16.8770,19.5900,4.4318,6.4165,13.4884,22.8498,Pyrophosphate-energized vacuolar membrane proton pump,sp|Q06572|AVP_HORVU,vacuolar-type H+-pyrophosphatase,Solyc07g007600.3.1,proton transmembrane transport [GO:1902600]
NITAB084977.1,0.1061,0.0242,2.9684,33.7097,0.4794,0.0258,5.1029,36.0963,0.0308,0.1947,3.3313,1.3188,0.0000,0.0314,2.6983,3.2610,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084982.1,0.0216,0.0243,0.4506,5.9692,0.0000,0.0841,1.8167,23.9521,0.0053,0.0252,0.6431,0.3185,0.0000,0.0000,1.1837,1.2736,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB084984.1,0.0350,0.0136,0.2896,3.5137,0.0000,0.0117,1.2946,8.3423,0.0050,0.0000,0.3317,0.5552,0.0000,0.0000,0.7090,0.4858,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB085008.1,0.0043,0.0057,3.5716,6.1501,0.0134,0.0350,7.4957,6.9171,0.0372,0.0372,2.3212,3.0797,0.0068,0.0142,2.6441,6.2654,Leucine-rich repeat protein 1,sp|Q8H6W9|LRR1_CAPAN,Leucine-rich repeat receptor-like kinase protein ,Solyc01g009810.3.1,0
NITAB085019.1,0.2631,0.2207,1.7119,2.7037,0.2609,0.2909,3.0710,3.9169,0.2251,0.1039,0.5723,1.2155,0.2597,0.3197,0.7456,3.2487,#N/A,#N/A,Small auxin up-regulated RNA63,Solyc07g014620.1.1,#N/A
NITAB085020.1,0.3118,0.3093,4.7189,8.5345,0.5114,0.4986,6.2616,6.8424,0.2392,0.2330,4.2424,4.2037,0.2717,0.4165,3.1522,5.4222,#N/A,#N/A,"Galactokinase, putative ",Solyc07g014640.3.1,#N/A
NITAB085062.1,0.3672,0.7108,1.4170,1.2385,1.1526,1.1491,2.0078,1.3850,0.3003,0.4055,0.3406,0.2311,0.3715,0.9064,0.9113,2.1327,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB085075.1,3.5446,3.5930,31.5863,20.5144,5.2399,5.8759,22.8968,17.2559,12.7649,4.2734,26.3613,20.7837,8.8829,4.3106,32.7125,19.4799,EIN3-binding F-box protein 2,sp|Q708Y0|EBF2_ARATH,EIN3-binding F-box-like protein ,Solyc07g008250.3.1,ethylene-activated signaling pathway [GO:0009873]; negative regulation of ethylene-activated signaling pathway [GO:0010105]; protein ubiquitination [GO:0016567]; response to ethylene [GO:0009723]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
NITAB085081.1,0.1921,0.1947,0.9843,1.8664,0.1343,0.4691,1.6955,2.7648,0.2947,0.6822,0.6124,1.4542,0.3366,0.1482,0.5188,2.5346,"Pentatricopeptide repeat-containing protein At3g60980, mitochondrial",sp|Q9LEX5|PP290_ARATH,"Transmembrane protein, putative ",Solyc07g008280.3.1,response to oxidative stress [GO:0006979]
NITAB085088.1,0.5839,0.7312,1.8777,1.1318,0.6445,0.4986,2.0013,1.2436,0.7431,0.4729,2.7725,2.1573,1.0951,0.1533,3.3862,2.1600,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB085155.1,4.4066,4.2504,7.3049,11.2233,5.2965,5.2492,11.9790,15.4301,4.6668,4.4250,5.0402,7.9234,4.0422,4.0924,4.7078,11.7504,Probable histone H2B.1,sp|Q1S9I9|H2B1_MEDTR,Histone H2B ,Solyc11g007920.1.1,0
NITAB085165.1,5.1228,7.0754,14.4922,28.9910,5.5886,7.6941,29.7798,38.1057,5.2431,4.0797,9.6045,15.8354,3.5572,8.9655,10.3076,29.9731,Probable histone H2A.1,sp|Q2HU68|H2A1_MEDTR,Histone H2A ,Solyc11g073250.2.1,0
NITAB085178.1,0.4926,0.3213,4.9911,8.1410,0.4340,0.4290,8.7037,7.2873,0.4889,0.3304,3.9406,3.6251,0.2994,0.2626,3.1383,5.6157,Retinoblastoma-related protein,sp|A7P514|RBR_VITVI,CLAVATA3/ESR ,Solyc11g066120.2.1,"G1/S transition of mitotic cell cycle [GO:0000082]; regulation of cell cycle [GO:0051726]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]"
NITAB085187.1,0.0044,0.0715,2.7198,10.0079,0.0487,0.1503,3.3988,12.4175,0.0093,0.0211,1.5089,5.2763,0.0255,0.2658,2.2898,6.9203,2-methylene-furan-3-one reductase,sp|K4BW79|ENOX_SOLLC,"Zinc binding dehydrogenase, putative ",Solyc12g096780.2.1,0
NITAB085409.1,256.0018,228.7053,10.8227,9.5739,283.3218,276.2152,10.9805,8.3426,239.9400,242.1710,9.5204,5.2560,240.0514,244.0829,9.0517,9.2966,"Photosystem II 10 kDa polypeptide, chloroplastic",sp|Q40519|PSBR_TOBAC,DNA gyrase subunit B ,Solyc07g066300.3.1,photosynthesis [GO:0015979]
NITAB085497.1,0.0926,0.1017,17.8960,28.2029,0.2267,0.0755,27.8232,26.2359,0.0613,0.1246,22.4437,19.1268,0.1541,0.0908,15.7030,23.3734,#N/A,#N/A,"Copper ion binding protein, putative ",Solyc01g107340.3.1,#N/A
NITAB085553.1,9.5051,23.7326,14.8944,39.7614,7.2525,25.6295,14.8540,35.9509,9.5146,28.5770,11.8037,27.0508,10.4890,30.8266,15.0046,32.1272,Protein TIFY 6a,sp|A2YVF1|TIF6A_ORYSI,Jasmonate ZIM-domain protein 3 ,Solyc01g005440.3.1,0
NITAB085661.1,0.0185,0.0204,4.0916,7.2660,0.0271,0.0188,10.3208,10.1151,0.0227,0.0286,2.0661,3.1200,0.0260,0.0957,2.3928,8.2682,#N/A,#N/A,3-oxo-5-alpha-steroid 4-dehydrogenase ,Solyc02g063390.3.1,#N/A
NITAB085726.1,1.5787,1.5132,7.4818,14.1435,2.2753,3.2918,14.7086,17.0964,1.0406,1.6063,4.8297,8.9552,1.0717,5.4687,6.3277,14.4259,Glucomannan 4-beta-mannosyltransferase 2,sp|Q9FNI7|CSLA2_ARATH,Cellulose synthase-like protein ,Solyc11g066820.2.1,cell wall organization [GO:0071555]; mucilage biosynthetic process [GO:0010192]; mucilage metabolic process involved in seed coat development [GO:0048359]
NITAB085896.1,0.3307,0.2885,51.1020,100.8137,0.5289,0.3194,64.4757,76.7292,0.3204,0.2689,47.2769,50.7165,0.2121,0.4442,35.3152,63.6945,Fasciclin-like arabinogalactan protein 13,sp|Q9FFH6|FLA13_ARATH,Fasciclin-like arabinogalactan protein ,Solyc06g075220.1.1,plant-type secondary cell wall biogenesis [GO:0009834]
NITAB085918.1,2.2383,2.8758,1.2952,4.0634,2.0033,2.4252,1.9823,3.2222,3.8590,1.9602,3.5687,4.0247,3.6649,2.7697,4.7176,3.0810,#N/A,#N/A,Reticulon-like protein ,Solyc12g021130.2.1,#N/A
NITAB085946.1,0.8661,1.1842,6.6777,6.9366,0.7279,1.5097,2.8511,3.6886,0.9758,1.3577,3.0442,3.9552,0.5904,1.0748,5.6545,5.1635,Probable CCR4-associated factor 1 homolog 11,sp|Q9FMS6|CAF1K_ARATH,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein ",Solyc11g068770.1.1,defense response to bacterium [GO:0042742]; exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay [GO:0043928]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]
NITAB085962.1,0.8107,0.8965,7.1827,6.5215,0.9885,0.9418,5.7892,5.5025,1.0210,0.8932,7.1045,6.4426,1.2311,0.6884,9.1558,7.6948,#N/A,#N/A,RING/U-box superfamily protein ,Solyc11g069350.2.1,#N/A
NITAB086048.1,0.0316,0.0238,2.9610,2.9350,0.0471,0.0243,3.3195,2.8367,0.0244,0.0207,3.6723,8.8040,0.0098,0.0057,2.5587,4.6982,Alcohol-forming fatty acyl-CoA reductase,sp|Q9XGY7|FAR_SIMCH,Fatty acyl-CoA reductase ,Solyc11g067190.2.1,lipid metabolic process [GO:0006629]
NITAB086129.1,0.2136,0.2775,3.0487,6.1384,0.3173,0.5421,5.8524,9.2002,0.1900,0.1562,1.9025,3.0607,0.1989,0.6968,2.8442,6.6643,"Protein RETICULATA-RELATED 1, chloroplastic",sp|Q9FGP9|RER1_ARATH,"Protein RETICULATA-RELATED 4, chloroplastic ",Solyc11g065490.2.1,multicellular organism development [GO:0007275]
NITAB086130.1,0.4328,0.4827,4.6681,9.3453,0.4159,0.8619,7.4737,11.5925,0.2062,0.4554,3.0765,5.0019,0.3471,0.9839,3.5754,9.1470,"Protein RETICULATA-RELATED 1, chloroplastic",sp|Q9FGP9|RER1_ARATH,"Protein RETICULATA-RELATED 4, chloroplastic ",Solyc11g065490.2.1,multicellular organism development [GO:0007275]
NITAB086170.1,0.5511,0.5402,8.5390,8.6212,0.7854,0.4787,13.2738,14.6766,0.5952,0.7953,3.5373,7.7555,0.8275,0.1596,6.5395,11.8475,Probable xyloglucan endotransglucosylase/hydrolase protein 32,sp|Q9SJL9|XTH32_ARATH,xyloglucan endotransglucosylase-hydrolase 6,Solyc11g066270.2.1,cell wall biogenesis [GO:0042546]; cell wall macromolecule catabolic process [GO:0016998]; cell wall organization [GO:0071555]; xyloglucan metabolic process [GO:0010411]
NITAB086178.1,0.0639,0.0646,3.3953,7.0385,0.1098,0.1072,7.2301,8.0767,0.0187,0.0193,1.9077,3.5512,0.0234,0.1523,2.2079,6.8771,#N/A,#N/A,DUF1635 family protein ,Solyc11g066360.2.1,#N/A
NITAB086243.1,0.0457,0.0393,12.5639,23.4565,0.0958,0.0632,15.4690,16.4599,0.0736,0.0188,11.3574,11.6287,0.0629,0.0840,9.1216,15.3218,UDP-rhamnose/UDP-galactose transporter 3,sp|Q9FIH5|URGT3_ARATH,Nucleotide/sugar transporter family protein ,Solyc11g069540.2.1,carbohydrate transport [GO:0008643]
NITAB086259.1,8.8495,8.8219,6.1397,11.2812,8.5709,9.2242,9.1924,14.9492,6.5050,7.9817,3.7829,8.4097,6.6601,15.0496,5.5404,13.2037,Shikimate O-hydroxycinnamoyltransferase,sp|Q8GSM7|HST_TOBAC,hydroxycinnamoyl CoA quinate transferase,Solyc07g005760.3.1,0
NITAB086274.1,0.0118,0.0342,3.7994,4.5677,0.0754,0.0295,5.4147,8.3222,0.0362,0.1219,2.2175,3.7814,0.0104,0.0909,4.8466,9.3016,Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3,sp|Q84UV8|NEC3_NICLS,"Carbonic anhydrase, putative ",Solyc11g069640.2.1,regulation of pH [GO:0006885]; response to oxygen radical [GO:0000305]
NITAB086276.1,0.1554,0.1302,79.0604,123.3288,0.3276,0.1488,148.0750,188.9546,0.1484,0.1550,36.8898,49.2674,0.1640,0.1454,59.9777,150.2844,#N/A,#N/A,alpha/beta-Hydrolases superfamily protein ,Solyc11g069900.2.1,#N/A
NITAB086347.1,358.6378,450.3704,1314.7383,850.2678,196.1166,178.3902,493.7877,625.8959,305.4862,380.5647,1892.9957,865.0663,271.6472,298.7500,861.2064,778.6108,#N/A,#N/A,ATP-dependent DNA helicase family protein ,Solyc05g008040.3.1,#N/A
NITAB086348.1,3.1936,10.4983,30.3757,43.7277,9.0901,4.0851,25.7053,18.2903,6.5090,4.8300,30.6791,16.2333,8.5847,4.2708,13.1792,44.7896,#N/A,#N/A,Class II aaRS and biotin synthetases superfamily protein ,Solyc06g024245.1.1,#N/A
NITAB086349.1,1.2175,1.6807,3.4356,2.5651,2.0185,1.2604,2.3250,1.7469,1.9608,1.3043,5.3912,3.2693,2.3568,0.9416,5.4007,3.7685,#N/A,#N/A,Low-temperature-induced 65 kDa-like protein ,Solyc01g009660.2.1,#N/A
NITAB086429.1,2.7178,4.2201,3.9092,7.1343,4.2988,3.9718,6.4422,6.5609,3.3662,1.5119,2.2907,3.6104,2.4988,2.9585,3.2249,8.2081,Histone H4,sp|Q76H85|H4_SILLA,histone H4 ,Solyc11g066160.1.1,nucleosome assembly [GO:0006334]
NITAB086432.1,3.7846,3.8334,24.5298,57.0827,4.1155,4.2026,30.4418,60.8878,3.7645,4.8164,17.1363,39.3587,4.1341,4.0020,20.8783,49.8835,N-carbamoylputrescine amidase,sp|Q3HVN1|AGUB_SOLTU,beta-alanine synthase,Solyc11g068540.2.1,putrescine biosynthetic process from arginine [GO:0033388]
NITAB086478.1,0.3356,0.3976,6.4061,10.9395,0.6836,0.7482,11.8625,13.3032,0.2612,0.5015,3.1450,6.4829,0.3821,0.6390,3.6181,11.8659,Zinc-finger homeodomain protein 9,sp|Q9LHF0|ZHD9_ARATH,#N/A,#N/A,glucosinolate metabolic process [GO:0019760]
NITAB086479.1,0.3607,0.3202,6.0552,10.6910,0.6422,0.6833,12.4188,13.1496,0.2313,0.4339,2.8295,6.5729,0.3170,0.4451,3.3045,11.6982,Histone H2B,sp|P93354|H2B_TOBAC,Histone H2B ,Solyc06g074790.1.1,0
NITAB086569.1,0.0000,0.0027,1.1703,2.0814,0.0054,0.0203,3.3253,3.1942,0.0200,0.0166,0.6945,1.2898,0.0072,0.0071,0.8310,2.2427,LOB domain-containing protein 6,sp|Q32SG3|LBD6_MAIZE,"LOB domain-containing protein, putative ",Solyc11g045530.2.1,multicellular organism development [GO:0007275]
NITAB086650.1,0.0116,0.0082,4.3394,9.6227,0.0411,0.0307,10.4278,11.8662,0.0093,0.0084,2.4824,4.4529,0.0000,0.0329,2.4397,9.2299,Dirigent protein 19,sp|Q9C523|DIR19_ARATH,Dirigent protein ,Solyc01g021600.3.1,0
NITAB086682.1,7.4645,7.2558,2.8116,7.2651,7.5847,8.8116,6.6732,10.2156,6.0997,6.6388,1.5174,3.5914,6.0109,10.0289,1.5810,8.8545,Lipid transfer-like protein VAS,sp|Q9FFY3|VAS_ARATH,Lipid transfer protein ,Solyc01g005990.3.1,0
NITAB086720.1,1.3435,0.9619,5.3649,6.1521,0.8383,1.3351,7.0077,8.1102,0.8290,0.9801,3.7803,9.5979,1.1077,0.7039,8.3118,7.8594,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086746.1,1493.1724,2057.0550,1927.6560,1186.4451,1024.4843,925.0261,1172.7257,1505.9811,1214.1417,1503.7678,2704.1692,2424.0540,1247.5051,1281.1068,2671.0721,519.9571,Protein Ycf2,sp|Q3C1N4|YCF2_NICSY,#N/A,#N/A,0
NITAB086749.1,464.2275,478.8982,437.6047,256.0007,522.2430,470.1327,277.5088,351.7121,428.9509,464.3729,570.6261,448.8304,388.6944,633.8499,570.5870,152.2113,"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic",sp|Q589A5|NU2C_SILLA,NAD,Solyc09g061460.2.1,"ATP synthesis coupled electron transport [GO:0042773]; photosynthesis, light reaction [GO:0019684]"
NITAB086778.1,26.2591,654.9523,116.3619,90.8305,456.1038,61.7627,76.9266,102.0839,78.8906,70.7775,196.4595,66.0296,223.2961,25.2629,62.4654,134.2947,#N/A,#N/A,sequence-specific DNA binding transcription factor ATNDX ,Solyc11g063520.1.1,#N/A
NITAB086780.1,186.5781,179.5042,369.2965,475.6638,170.8790,191.1555,458.5213,450.9055,195.3102,154.7052,316.1948,395.9136,185.0648,154.8725,374.3978,421.8483,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086790.1,7.3428,7.6087,12.2120,16.7339,7.1020,7.6345,17.5613,15.2178,7.9249,8.1607,8.9216,6.2160,7.7898,6.9414,6.5636,13.0310,#N/A,#N/A,Mitochondrial fission protein ELM1 ,Solyc11g068650.2.1,#N/A
NITAB086797.1,0.4371,0.9174,5.6389,10.2875,1.3048,0.7936,10.6079,12.2907,0.6257,0.7936,4.1573,9.2390,0.8258,0.7946,11.0253,12.8408,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086798.1,218.9361,99.7343,420.5280,268.5457,98.7571,100.3283,284.1142,333.7552,149.0784,195.5399,568.5997,531.5361,120.0736,207.5606,552.0561,150.3905,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086819.1,0.5260,0.6445,6.9719,9.3478,1.0092,0.9042,11.5213,10.2640,1.1178,0.6541,4.0830,9.7719,0.9086,1.1361,9.9018,10.1397,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086824.1,0.3514,0.6531,6.6427,11.0876,0.6022,0.7596,12.8005,12.6320,0.6747,0.4433,4.8465,13.1304,0.6731,1.1523,9.8109,12.3256,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086828.1,0.5227,1.1495,5.7621,9.2629,0.9743,1.1639,9.9395,11.8947,1.0211,0.8958,3.4566,8.8632,0.5254,0.8810,10.7226,9.4546,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086842.1,0.2853,0.5041,4.6862,8.4615,0.4953,0.2954,9.2641,8.4233,0.4802,0.5000,2.8287,7.2803,0.2233,0.6595,9.2886,7.7312,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086909.1,0.0194,0.0070,1.6996,4.5293,0.0291,0.0124,2.3594,2.8208,0.0058,0.0000,1.3438,1.9184,0.0202,0.0000,1.3256,2.1478,#N/A,#N/A,calcium/calcium/calmodulin-dependent Serine/Threonine-kinase ,Solyc02g072040.3.1,#N/A
NITAB086931.1,0.1968,0.1861,2.7151,3.1117,0.1714,0.3217,3.3712,6.3275,0.5048,0.2833,1.8715,5.6622,0.1951,0.1708,3.9019,4.2850,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB086958.1,0.3275,0.1779,7.5796,12.3955,0.2056,0.3637,3.5957,7.5782,0.7251,0.7264,2.8445,6.3988,0.5230,0.2387,4.6238,9.8815,#N/A,#N/A,Isocitrate dehydrogenase [NADP] ,Solyc11g011930.2.1,#N/A
NITAB086984.1,0.0263,0.1439,0.0911,0.1003,0.5617,0.2931,1.1832,0.7424,1.0463,1.1682,1.9166,2.2797,0.0537,0.2663,0.3466,0.4641,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087069.1,0.1359,0.0492,5.5372,7.2937,0.0562,0.0898,3.1450,5.3848,0.1336,0.0719,4.4479,6.6298,0.1446,0.0000,4.5819,7.1478,NDR1/HIN1-like protein 10,sp|Q9SJ52|NHL10_ARATH,Late embryogenesis abundant ,Solyc10g081980.2.1,defense response to virus [GO:0051607]; leaf senescence [GO:0010150]; response to other organism [GO:0051707]
NITAB087070.1,0.0847,0.0592,5.2579,7.1698,0.0576,0.0908,3.0669,5.2138,0.0893,0.1053,4.0256,6.7610,0.1575,0.0349,4.0103,7.2258,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087085.1,0.1008,0.1168,9.3862,18.5674,0.1448,0.0832,11.5486,15.8324,0.0463,0.0539,7.2653,9.7016,0.0230,0.1466,5.3939,10.3214,Disease resistance response protein 206,sp|P13240|DR206_PEA,Dirigent protein ,Solyc08g081790.2.1,defense response [GO:0006952]; response to biotic stimulus [GO:0009607]
NITAB087088.1,0.1189,0.1814,2.3475,5.6147,0.1333,0.3223,3.4920,6.0546,0.1579,0.2074,1.3211,4.2222,0.1287,0.2372,2.1256,5.6617,Epidermis-specific secreted glycoprotein EP1,sp|Q39688|EP1G_DAUCA,Serine/threonine-protein kinase ,Solyc07g062480.1.1,water transport [GO:0006833]
NITAB087089.1,0.1212,0.1971,2.3646,5.8686,0.1289,0.3616,3.1805,6.1334,0.1579,0.1881,1.3556,4.2866,0.1754,0.1860,1.9315,5.6574,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087114.1,0.4661,0.2405,0.6159,0.5295,0.1034,0.1001,0.3981,0.3268,0.2655,0.2479,1.2849,0.9324,0.2457,0.3150,1.0056,0.1872,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087115.1,37.1449,19.6473,76.8341,63.3167,15.3641,19.4283,53.4035,67.0938,27.3848,36.3775,98.6297,84.4667,22.0465,40.1421,80.3579,52.7512,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087120.1,5.8239,12.5465,40.6940,25.3253,3.6015,2.4549,12.6518,17.0756,5.1958,5.6038,86.5350,16.3660,3.8855,7.3723,18.8470,26.4325,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087138.1,0.3872,0.2543,2.8530,2.2946,0.3763,0.2689,2.6779,2.0219,0.4385,0.3944,2.7262,2.7928,0.3415,0.2758,3.4691,3.2008,#N/A,#N/A,Pyruvate kinase ,Solyc01g049650.3.1,#N/A
NITAB087174.1,0.3751,0.8443,5.5368,5.5235,0.3475,0.6906,6.5682,7.8142,0.4159,0.2978,3.3521,8.2624,0.5675,1.1711,6.7432,8.1639,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087265.1,1.2448,1.0165,18.5661,17.4142,1.4532,1.6508,20.0279,25.0582,1.7048,1.5335,10.3802,32.6527,1.1270,1.2555,20.7702,27.3593,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087317.1,1.1730,1.2899,4.9752,4.6950,0.9732,1.2674,3.9454,3.4950,1.9276,1.7691,5.0903,4.7330,2.0545,0.3628,6.0208,4.8966,#N/A,#N/A,GIGANTEA ,Solyc04g071990.3.1,#N/A
NITAB087389.1,0.3758,0.4207,6.3371,9.2195,0.4613,0.4967,13.0384,12.9011,0.6895,0.4501,7.9448,21.1625,0.2604,0.7437,6.0080,9.7403,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087552.1,1.1024,1.8894,33.5868,31.0997,0.8257,0.4402,8.6409,3.8886,0.6686,0.6993,10.2861,3.1028,0.6228,0.3629,2.0234,25.2238,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087574.1,21.4089,61.3540,12.8719,49.8397,12.8115,45.6946,21.7164,49.8376,17.6345,42.3925,10.9401,35.0848,12.4524,42.7983,17.2369,30.8170,Metallocarboxypeptidase inhibitor,sp|P01076|MCPI_SOLLC,Metallocarboxypeptidase inhibitor ,Solyc07g007240.3.1,0
NITAB087585.1,0.7336,0.9918,7.8775,7.9762,0.8826,1.0105,9.6904,10.3748,1.1562,0.6050,4.8525,13.7935,0.7927,0.6842,9.9554,11.3207,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087596.1,0.0386,0.0235,2.6234,3.2479,0.0195,0.0227,5.5923,6.2823,0.0302,0.0100,2.0379,3.8896,0.0083,0.1038,2.0325,2.9794,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087613.1,0.9514,0.3852,24.2847,13.2680,0.5698,0.4901,14.9143,9.6748,1.5293,1.7523,35.2488,21.3925,2.4841,0.0973,29.8628,13.9528,Galactinol--sucrose galactosyltransferase,sp|Q8VWN6|RFS_PEA,Raffinose synthase family protein ,Solyc02g086530.3.1,carbohydrate metabolic process [GO:0005975]
NITAB087660.1,0.0327,0.0585,5.2802,8.8644,0.0685,0.0452,6.8735,8.6598,0.0082,0.0380,4.9988,5.0842,0.0507,0.0103,3.3935,7.0258,#N/A,#N/A,Peptidoglycan-binding LysM domain protein ,Solyc10g083410.1.1,#N/A
NITAB087698.1,1.1263,2.2486,14.7132,11.4229,1.3742,0.8605,17.8678,9.1586,0.4136,0.4482,5.9908,3.8876,1.2650,1.3867,6.8108,15.5936,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087700.1,0.0199,0.0409,2.2725,5.5637,0.0136,0.0332,3.5406,4.1712,0.0298,0.0176,2.2340,3.3243,0.0557,0.0398,1.8633,3.6197,#N/A,#N/A,"Transmembrane protein, putative ",Solyc03g115690.1.1,#N/A
NITAB087733.1,12.2214,300.4860,908.5664,628.0063,21.9221,8.2784,106.8694,127.4295,16.6094,13.1339,1014.8629,60.2633,32.4261,13.5525,42.4897,766.7200,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087806.1,0.1770,0.0562,0.8132,0.6353,0.1217,0.1222,1.4392,0.5355,0.0179,0.1178,0.3635,2.3332,0.0434,0.1329,0.7232,0.7631,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087881.1,2.3097,2.0387,6.2472,10.0906,2.3134,2.0195,14.5686,17.6063,1.8065,1.5014,5.5725,7.0748,1.9128,2.6044,6.1084,11.9914,#N/A,#N/A,#N/A,#N/A,#N/A
